,isomorphic_hash,number_of_nodes,number_of_edges,is_strongly_connected,is_prime,adj_,DiGraph
3182,f41c479e053c2a1af35228e2b96c5d4b,5,11,True,False,"{0: [1], 1: [3, 4, 2], 2: [3, 4], 3: [0, 4], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [3, 4]
3: [0, 4]
4: [0, 1, 2]
"
3183,dc67a90a3867c9de6f23ddf7b4b7f542,5,12,True,False,"{0: [1], 1: [2, 3, 4], 2: [3, 4], 3: [0, 2], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [3, 4]
3: [0, 2]
4: [0, 1, 2, 3]
"
3184,b0ca47e3eafe19684c985a144e3da06c,5,11,True,False,"{0: [1], 1: [3, 4, 2], 2: [3, 4], 3: [0, 2], 4: [0, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [3, 4]
3: [0, 2]
4: [0, 2, 3]
"
3185,683522364ab3402e646c6b908327e6a7,5,10,True,False,"{0: [1], 1: [4, 2, 3], 2: [3, 4], 3: [0, 2], 4: [0, 2]}","Printing the out edges chart for 
0: [1]
1: [4, 2, 3]
2: [3, 4]
3: [0, 2]
4: [0, 2]
"
3186,7fb312da38c4e50d9fdf13313a02858a,5,11,True,False,"{0: [1], 1: [3, 4, 2], 2: [3, 4], 3: [0, 2], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [3, 4]
3: [0, 2]
4: [0, 1, 3]
"
3187,0438caafc000b9ecefaa0c4f050567b0,5,10,True,False,"{0: [1], 1: [4, 2, 3], 2: [3, 4], 3: [0, 2], 4: [0, 1]}","Printing the out edges chart for 
0: [1]
1: [4, 2, 3]
2: [3, 4]
3: [0, 2]
4: [0, 1]
"
3188,c499a6d01178024be3fa84e821ffd518,5,11,True,False,"{0: [1], 1: [3, 4, 2], 2: [3, 4], 3: [0, 2], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [3, 4]
3: [0, 2]
4: [0, 1, 2]
"
3189,017390dc1295d40001edcd34f73d0357,5,12,True,False,"{0: [1], 1: [2, 3, 4], 2: [3, 4], 3: [0, 2, 4], 4: [0, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [3, 4]
3: [0, 2, 4]
4: [0, 2, 3]
"
3190,5817d739e290eee60f179fbc97228a3b,5,12,True,False,"{0: [1], 1: [2, 3, 4], 2: [3, 4], 3: [0, 2, 4], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [3, 4]
3: [0, 2, 4]
4: [0, 1, 3]
"
3191,153cf4493f62638444f352e6c6d5fc00,5,11,True,False,"{0: [1], 1: [3, 4, 2], 2: [3, 4], 3: [0, 2, 4], 4: [0, 1]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [3, 4]
3: [0, 2, 4]
4: [0, 1]
"
3192,b7731cb1026d8a35233f073feb333a8c,5,12,True,False,"{0: [1], 1: [2, 3, 4], 2: [3, 4], 3: [0, 2, 4], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [3, 4]
3: [0, 2, 4]
4: [0, 1, 2]
"
3193,37a5d535683205356c6f005cb3a21662,5,13,True,False,"{0: [1], 1: [4, 2, 3], 2: [3, 4], 3: [0, 1, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [4, 2, 3]
2: [3, 4]
3: [0, 1, 4]
4: [0, 1, 2, 3]
"
3194,13c140a4cb009de5eb6c0a0874b1d436,5,12,True,False,"{0: [1], 1: [2, 3, 4], 2: [3, 4], 3: [0, 1], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [3, 4]
3: [0, 1]
4: [0, 1, 2, 3]
"
3195,e75c392657a073a1b9251eea09afa8ee,5,11,True,False,"{0: [1], 1: [4, 2, 3], 2: [3, 4], 3: [0, 1], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [4, 2, 3]
2: [3, 4]
3: [0, 1]
4: [0, 1, 3]
"
3196,f3dafbaa50d768e135174aff703c2455,5,10,True,False,"{0: [1], 1: [2, 3, 4], 2: [3, 4], 3: [0, 1], 4: [0, 1]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [3, 4]
3: [0, 1]
4: [0, 1]
"
3197,889106b583f7ea14594651bca9079d46,5,11,True,False,"{0: [1], 1: [3, 4, 2], 2: [3, 4], 3: [0, 1], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [3, 4]
3: [0, 1]
4: [0, 1, 2]
"
3198,c58d724ae1f9e18b25475ed1bc808790,5,12,True,False,"{0: [1], 1: [2, 3, 4], 2: [3, 4], 3: [0, 1, 4], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [3, 4]
3: [0, 1, 4]
4: [0, 1, 3]
"
3199,b25915b2920e452129dfe51b36fb8908,5,12,True,False,"{0: [1], 1: [2, 3, 4], 2: [3, 4], 3: [0, 1, 4], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [3, 4]
3: [0, 1, 4]
4: [0, 1, 2]
"
3200,963cb6d5efa6d8ba4285744f1c35c0a3,5,13,True,False,"{0: [1], 1: [4, 2, 3], 2: [3, 4], 3: [0, 1, 2], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [4, 2, 3]
2: [3, 4]
3: [0, 1, 2]
4: [0, 1, 2, 3]
"
3201,ee3c11c3b11f9eb3e90129e1c350dec6,5,12,True,False,"{0: [1], 1: [2, 3, 4], 2: [3, 4], 3: [0, 1, 2], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [3, 4]
3: [0, 1, 2]
4: [0, 1, 2]
"
3202,742cc77f5f242976cea9b575d96196f4,5,14,True,False,"{0: [1], 1: [3, 4, 2], 2: [1, 4], 3: [0, 1, 2, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [1, 4]
3: [0, 1, 2, 4]
4: [0, 1, 2, 3]
"
3203,731a41e69b72e5cdcee99ddba24e635f,5,13,True,False,"{0: [1], 1: [4, 2, 3], 2: [1, 4], 3: [1, 2, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [4, 2, 3]
2: [1, 4]
3: [1, 2, 4]
4: [0, 1, 2, 3]
"
3204,107562781d20f08d7ceba8cc50c92d5e,5,12,True,False,"{0: [1], 1: [2, 3, 4], 2: [1, 4], 3: [1, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [1, 4]
3: [1, 4]
4: [0, 1, 2, 3]
"
3205,91b876498437f5a71fe5ceadcf8c1da6,5,11,True,False,"{0: [1], 1: [3, 4, 2], 2: [1, 4], 3: [1, 4], 4: [0, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [1, 4]
3: [1, 4]
4: [0, 2, 3]
"
3206,35e6d6c2d16708a005dd3bb1d1fd10f5,5,10,True,False,"{0: [1], 1: [2, 3, 4], 2: [1, 4], 3: [1, 4], 4: [0, 3]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [1, 4]
3: [1, 4]
4: [0, 3]
"
3207,37ecf1f7185027bc8302506f2e6a4d74,5,11,True,False,"{0: [1], 1: [4, 2, 3], 2: [1, 4], 3: [1, 4], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [4, 2, 3]
2: [1, 4]
3: [1, 4]
4: [0, 1, 3]
"
3208,5b9b67cc54dd07c2cd9e6604d5a4128f,5,10,True,False,"{0: [1], 1: [2, 3, 4], 2: [1, 4], 3: [1, 4], 4: [0, 1]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [1, 4]
3: [1, 4]
4: [0, 1]
"
3209,f767d75e9ee15df3d113affdc8665f92,5,12,True,False,"{0: [1], 1: [2, 3, 4], 2: [1, 4], 3: [1, 2], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [1, 4]
3: [1, 2]
4: [0, 1, 2, 3]
"
3210,4207eee1422703f644e4ba9532271e95,5,11,True,False,"{0: [1], 1: [3, 4, 2], 2: [1, 4], 3: [1, 2], 4: [0, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [1, 4]
3: [1, 2]
4: [0, 2, 3]
"
3211,a5dafc6c03a1917455050e890a6253c3,5,10,True,False,"{0: [1], 1: [4, 2, 3], 2: [1, 4], 3: [1, 2], 4: [0, 3]}","Printing the out edges chart for 
0: [1]
1: [4, 2, 3]
2: [1, 4]
3: [1, 2]
4: [0, 3]
"
3212,b439c279f47020d42885f4953f967c5a,5,10,True,False,"{0: [1], 1: [2, 3, 4], 2: [1, 4], 3: [1, 2], 4: [0, 2]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [1, 4]
3: [1, 2]
4: [0, 2]
"
3213,30b6048e58cb1aca73c15c584be78687,5,11,True,False,"{0: [1], 1: [3, 4, 2], 2: [1, 4], 3: [1, 2], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [1, 4]
3: [1, 2]
4: [0, 1, 3]
"
3214,1fcb807a1e7003a397b205f1ae1db47b,5,10,True,False,"{0: [1], 1: [2, 3, 4], 2: [1, 4], 3: [1, 2], 4: [0, 1]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [1, 4]
3: [1, 2]
4: [0, 1]
"
3215,25849de72b5e4c089b9f5c187bc73dd0,5,11,True,False,"{0: [1], 1: [3, 4, 2], 2: [1, 4], 3: [1, 2], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [1, 4]
3: [1, 2]
4: [0, 1, 2]
"
3216,40e491be4798151a1a2ca3f54248c8b0,5,12,True,False,"{0: [1], 1: [2, 3, 4], 2: [1, 4], 3: [1, 2, 4], 4: [0, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [1, 4]
3: [1, 2, 4]
4: [0, 2, 3]
"
3217,1c984f8ffa976d9db1cbca79c8be9839,5,11,True,False,"{0: [1], 1: [3, 4, 2], 2: [1, 4], 3: [1, 2, 4], 4: [0, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [1, 4]
3: [1, 2, 4]
4: [0, 3]
"
3218,a99c2741d8dec2dcf00becc02b3be874,5,11,True,False,"{0: [1], 1: [3, 4, 2], 2: [1, 4], 3: [1, 2, 4], 4: [0, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [1, 4]
3: [1, 2, 4]
4: [0, 2]
"
3219,3adcaa3df099aa308f296bd08adb42ff,5,12,True,False,"{0: [1], 1: [2, 3, 4], 2: [1, 4], 3: [1, 2, 4], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [1, 4]
3: [1, 2, 4]
4: [0, 1, 3]
"
3220,13b0a4b58db6214e0d232c322d1acafa,5,11,True,False,"{0: [1], 1: [3, 4, 2], 2: [1, 4], 3: [1, 2, 4], 4: [0, 1]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [1, 4]
3: [1, 2, 4]
4: [0, 1]
"
3221,9fdcfb4719c40f18c979b8d5e8a1deaa,5,12,True,False,"{0: [1], 1: [3, 4, 2], 2: [1, 4], 3: [1, 2, 4], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [1, 4]
3: [1, 2, 4]
4: [0, 1, 2]
"
3222,e8b081da199da19bd64513e8c0e9df41,5,13,True,False,"{0: [1], 1: [4, 2, 3], 2: [1, 4], 3: [0, 2, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [4, 2, 3]
2: [1, 4]
3: [0, 2, 4]
4: [0, 1, 2, 3]
"
3223,b61a6bcaa742eebb00de782c5a776086,5,12,True,False,"{0: [1], 1: [2, 3, 4], 2: [1, 4], 3: [0, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [1, 4]
3: [0, 4]
4: [0, 1, 2, 3]
"
3224,c4fd26f4c70df6f95cd6179ddb6dd3b2,5,11,True,False,"{0: [1], 1: [3, 4, 2], 2: [1, 4], 3: [0, 4], 4: [1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [1, 4]
3: [0, 4]
4: [1, 2, 3]
"
3225,cd59afc2cbaee0843baefd8e22dfef95,5,10,True,False,"{0: [1], 1: [2, 3, 4], 2: [1, 4], 3: [0, 4], 4: [1, 2]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [1, 4]
3: [0, 4]
4: [1, 2]
"
3226,3520e8493ea6d6541713c7b7aa964832,5,11,True,False,"{0: [1], 1: [3, 4, 2], 2: [1, 4], 3: [0, 4], 4: [0, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [1, 4]
3: [0, 4]
4: [0, 2, 3]
"
3227,97cb7db7e7c57a5aa1e0f2c113856cbb,5,10,True,False,"{0: [1], 1: [2, 3, 4], 2: [1, 4], 3: [0, 4], 4: [0, 3]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [1, 4]
3: [0, 4]
4: [0, 3]
"
3228,19ae154b9551ae7f8f8592d631940e11,5,10,True,False,"{0: [1], 1: [2, 3, 4], 2: [1, 4], 3: [0, 4], 4: [0, 2]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [1, 4]
3: [0, 4]
4: [0, 2]
"
3229,a972e8967b75ea4b9c94bd2d6e964657,5,11,True,False,"{0: [1], 1: [4, 2, 3], 2: [1, 4], 3: [0, 4], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [4, 2, 3]
2: [1, 4]
3: [0, 4]
4: [0, 1, 3]
"
3230,c3a5305a3a76577d4089c9ab33132e0a,5,10,True,False,"{0: [1], 1: [2, 3, 4], 2: [1, 4], 3: [0, 4], 4: [0, 1]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [1, 4]
3: [0, 4]
4: [0, 1]
"
3231,fc5965c8d718066a61617b35cf3feb9d,5,11,True,False,"{0: [1], 1: [3, 4, 2], 2: [1, 4], 3: [0, 4], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [1, 4]
3: [0, 4]
4: [0, 1, 2]
"
3232,1bf0f1bf1e74eaf228f9650a5e4dd963,5,12,True,False,"{0: [1], 1: [2, 3, 4], 2: [1, 4], 3: [0, 2], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [1, 4]
3: [0, 2]
4: [0, 1, 2, 3]
"
3233,91347332bba686ba5ea4ea319eb95dc9,5,11,True,False,"{0: [1], 1: [3, 4, 2], 2: [1, 4], 3: [0, 2], 4: [1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [1, 4]
3: [0, 2]
4: [1, 2, 3]
"
3234,f1630b5caa155cfe533d7a35571a19f9,5,11,True,False,"{0: [1], 1: [3, 4, 2], 2: [1, 4], 3: [0, 2], 4: [0, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [1, 4]
3: [0, 2]
4: [0, 2, 3]
"
3235,fd8743ecfb28f42ebc2519afaf6ab55a,5,10,True,False,"{0: [1], 1: [4, 2, 3], 2: [1, 4], 3: [0, 2], 4: [0, 3]}","Printing the out edges chart for 
0: [1]
1: [4, 2, 3]
2: [1, 4]
3: [0, 2]
4: [0, 3]
"
3236,b2015cebacaa5b323340034fe9d73107,5,10,True,False,"{0: [1], 1: [2, 3, 4], 2: [1, 4], 3: [0, 2], 4: [0, 2]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [1, 4]
3: [0, 2]
4: [0, 2]
"
3237,5ce73cc9734030b02a12c80617719b42,5,11,True,False,"{0: [1], 1: [3, 4, 2], 2: [1, 4], 3: [0, 2], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [1, 4]
3: [0, 2]
4: [0, 1, 3]
"
3238,4c7b92a52a4992e5f68aa70e88733ba7,5,10,True,False,"{0: [1], 1: [2, 3, 4], 2: [1, 4], 3: [0, 2], 4: [0, 1]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [1, 4]
3: [0, 2]
4: [0, 1]
"
3239,c26df2965efd9b72a1c3fd21b47492eb,5,11,True,False,"{0: [1], 1: [3, 4, 2], 2: [1, 4], 3: [0, 2], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [1, 4]
3: [0, 2]
4: [0, 1, 2]
"
3240,1df597dc56a6cbd60008580515d63549,5,12,True,False,"{0: [1], 1: [2, 3, 4], 2: [1, 4], 3: [0, 2, 4], 4: [1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [1, 4]
3: [0, 2, 4]
4: [1, 2, 3]
"
3241,30cd777d450a71f473f1abe0f3b5af86,5,11,True,False,"{0: [1], 1: [3, 4, 2], 2: [1, 4], 3: [0, 2, 4], 4: [1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [1, 4]
3: [0, 2, 4]
4: [1, 2]
"
3242,e0c1eebe1ae0b69cfd3c4aecb8e8772a,5,12,True,False,"{0: [1], 1: [2, 3, 4], 2: [1, 4], 3: [0, 2, 4], 4: [0, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [1, 4]
3: [0, 2, 4]
4: [0, 2, 3]
"
3243,49a06bd446c58635df10cdd1aad351c9,5,11,True,False,"{0: [1], 1: [3, 4, 2], 2: [1, 4], 3: [0, 2, 4], 4: [0, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [1, 4]
3: [0, 2, 4]
4: [0, 3]
"
3244,cad76459d18362bdda06bcc0a2bda959,5,11,True,False,"{0: [1], 1: [3, 4, 2], 2: [1, 4], 3: [0, 2, 4], 4: [0, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [1, 4]
3: [0, 2, 4]
4: [0, 2]
"
3245,bb65d92bc600e1826fffc26f5d99386d,5,12,True,False,"{0: [1], 1: [2, 3, 4], 2: [1, 4], 3: [0, 2, 4], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [1, 4]
3: [0, 2, 4]
4: [0, 1, 3]
"
3246,6295c001057ffeb28245133e13e34409,5,11,True,False,"{0: [1], 1: [3, 4, 2], 2: [1, 4], 3: [0, 2, 4], 4: [0, 1]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [1, 4]
3: [0, 2, 4]
4: [0, 1]
"
3247,c50fb0e33dc15d649d1db9f42aecaf93,5,12,True,False,"{0: [1], 1: [3, 4, 2], 2: [1, 4], 3: [0, 2, 4], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [1, 4]
3: [0, 2, 4]
4: [0, 1, 2]
"
3248,2e21c219b1ae479412176e28ca418a19,5,13,True,False,"{0: [1], 1: [4, 2, 3], 2: [1, 4], 3: [0, 1, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [4, 2, 3]
2: [1, 4]
3: [0, 1, 4]
4: [0, 1, 2, 3]
"
3249,81d9d608200ff3765b2a1e0462ec75e1,5,12,True,False,"{0: [1], 1: [2, 3, 4], 2: [1, 4], 3: [0, 1], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [1, 4]
3: [0, 1]
4: [0, 1, 2, 3]
"
3250,ce8ccd0c0354c90c1d8f8ebfdb4122c3,5,11,True,False,"{0: [1], 1: [3, 4, 2], 2: [1, 4], 3: [0, 1], 4: [1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [1, 4]
3: [0, 1]
4: [1, 2, 3]
"
3251,a9438c4a7f4ecde05356ff1e1a3b6a3b,5,10,True,False,"{0: [1], 1: [2, 3, 4], 2: [1, 4], 3: [0, 1], 4: [1, 2]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [1, 4]
3: [0, 1]
4: [1, 2]
"
3252,ae74277cb4fd23752bb27d89232491cd,5,11,True,False,"{0: [1], 1: [3, 4, 2], 2: [1, 4], 3: [0, 1], 4: [0, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [1, 4]
3: [0, 1]
4: [0, 2, 3]
"
3253,0c9a9eb5bb7f4b677f07828456aeb501,5,10,True,False,"{0: [1], 1: [2, 3, 4], 2: [1, 4], 3: [0, 1], 4: [0, 3]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [1, 4]
3: [0, 1]
4: [0, 3]
"
3254,68fbca03a53cb43ff5cc5c326a1b0356,5,10,True,False,"{0: [1], 1: [2, 3, 4], 2: [1, 4], 3: [0, 1], 4: [0, 2]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [1, 4]
3: [0, 1]
4: [0, 2]
"
3255,4bb0f8ced1c1efaa1eba6df23a4c1942,5,11,True,False,"{0: [1], 1: [4, 2, 3], 2: [1, 4], 3: [0, 1], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [4, 2, 3]
2: [1, 4]
3: [0, 1]
4: [0, 1, 3]
"
3256,9e6f5fae89349d6348f17ef401312eb4,5,10,True,False,"{0: [1], 1: [2, 3, 4], 2: [1, 4], 3: [0, 1], 4: [0, 1]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [1, 4]
3: [0, 1]
4: [0, 1]
"
3257,48553ab3cb3d58c16ea6a7479c549c5a,5,11,True,False,"{0: [1], 1: [3, 4, 2], 2: [1, 4], 3: [0, 1], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [1, 4]
3: [0, 1]
4: [0, 1, 2]
"
3258,adadae44aaa0c1153cb595a5abc06c28,5,12,True,False,"{0: [1], 1: [2, 3, 4], 2: [1, 4], 3: [0, 1, 4], 4: [1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [1, 4]
3: [0, 1, 4]
4: [1, 2, 3]
"
3259,73f7dd3edf0ca6893ee3b5017f0b188f,5,11,True,False,"{0: [1], 1: [3, 4, 2], 2: [1, 4], 3: [0, 1, 4], 4: [1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [1, 4]
3: [0, 1, 4]
4: [1, 2]
"
3260,50fe3dfc025f9b132a4b65f828d46c42,5,12,True,False,"{0: [1], 1: [2, 3, 4], 2: [1, 4], 3: [0, 1, 4], 4: [0, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [1, 4]
3: [0, 1, 4]
4: [0, 2, 3]
"
3261,bf91d200f010bdbfcbf67f0229d78c81,5,11,True,False,"{0: [1], 1: [4, 2, 3], 2: [1, 4], 3: [0, 1, 4], 4: [0, 3]}","Printing the out edges chart for 
0: [1]
1: [4, 2, 3]
2: [1, 4]
3: [0, 1, 4]
4: [0, 3]
"
3262,44b1f9572c06e5de3f9dfa7a27e4d549,5,11,True,False,"{0: [1], 1: [3, 4, 2], 2: [1, 4], 3: [0, 1, 4], 4: [0, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [1, 4]
3: [0, 1, 4]
4: [0, 2]
"
3263,a165cc355336add343c787498118bd54,5,12,True,False,"{0: [1], 1: [2, 3, 4], 2: [1, 4], 3: [0, 1, 4], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [1, 4]
3: [0, 1, 4]
4: [0, 1, 3]
"
3264,12d6e6fead90ad1d23a3138d7fde2c39,5,11,True,False,"{0: [1], 1: [2, 3, 4], 2: [1, 4], 3: [0, 1, 4], 4: [0, 1]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [1, 4]
3: [0, 1, 4]
4: [0, 1]
"
3265,571938e83e7ca19c7433af4a07c94ba4,5,12,True,False,"{0: [1], 1: [3, 4, 2], 2: [1, 4], 3: [0, 1, 4], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [1, 4]
3: [0, 1, 4]
4: [0, 1, 2]
"
3266,64d41e99a401396c53d97074252a1592,5,13,True,False,"{0: [1], 1: [4, 2, 3], 2: [1, 4], 3: [0, 1, 2], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [4, 2, 3]
2: [1, 4]
3: [0, 1, 2]
4: [0, 1, 2, 3]
"
3267,56df502a121ac0709ef77ac72fe72ef6,5,12,True,False,"{0: [1], 1: [2, 3, 4], 2: [1, 4], 3: [0, 1, 2], 4: [1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [1, 4]
3: [0, 1, 2]
4: [1, 2, 3]
"
3268,a50808ff36f45402a1036567962e6fa0,5,12,True,False,"{0: [1], 1: [2, 3, 4], 2: [1, 4], 3: [0, 1, 2], 4: [0, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [1, 4]
3: [0, 1, 2]
4: [0, 2, 3]
"
3269,668bd693933140c65bd2c5b4c235c85b,5,11,True,False,"{0: [1], 1: [3, 4, 2], 2: [1, 4], 3: [0, 1, 2], 4: [0, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [1, 4]
3: [0, 1, 2]
4: [0, 3]
"
3270,7377056fc97e9b1c414ad11003c6191c,5,11,True,False,"{0: [1], 1: [3, 4, 2], 2: [1, 4], 3: [0, 1, 2], 4: [0, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [1, 4]
3: [0, 1, 2]
4: [0, 2]
"
3271,4dcec638897c0799646473392f4435ab,5,12,True,False,"{0: [1], 1: [2, 3, 4], 2: [1, 4], 3: [0, 1, 2], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [2, 3, 4]
2: [1, 4]
3: [0, 1, 2]
4: [0, 1, 3]
"
3272,1b91ffeb2dcd6075e689eaaa2c87f168,5,11,True,False,"{0: [1], 1: [3, 4, 2], 2: [1, 4], 3: [0, 1, 2], 4: [0, 1]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [1, 4]
3: [0, 1, 2]
4: [0, 1]
"
3273,946bfddfb170d85fef1b63917289d838,5,12,True,False,"{0: [1], 1: [3, 4, 2], 2: [1, 4], 3: [0, 1, 2], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [1, 4]
3: [0, 1, 2]
4: [0, 1, 2]
"
3274,cbb6b87687c011299f5d0d0fc504a946,5,13,True,False,"{0: [1], 1: [4, 2, 3], 2: [1, 4], 3: [0, 1, 2, 4], 4: [1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [4, 2, 3]
2: [1, 4]
3: [0, 1, 2, 4]
4: [1, 2, 3]
"
3275,95d1e9cd7ea30bc6925de00be8bf77de,5,12,True,False,"{0: [1], 1: [3, 4, 2], 2: [1, 4], 3: [0, 1, 2, 4], 4: [1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 4, 2]
2: [1, 4]
3: [0, 1, 2, 4]
4: [1, 2]
"
